name,sub_area,area,grade,star_count,popular
Alpine Club,Devils Lake Bouldering,Devil's Lake,9,3.5,32
Fight Club,Devils Lake Bouldering,Devil's Lake,10,3,5
Oofda Arête,Devils Lake Bouldering,Devil's Lake,7,3.5,4
Two Gilfs,Devils Lake Bouldering,Devil's Lake,4,1.5,9
The Gilf,Devils Lake Bouldering,Devil's Lake,4,3,18
Two Women,Devils Lake Bouldering,Devil's Lake,4,2.5,30
The Glutton,Devils Lake Bouldering,Devil's Lake,4,3.5,26
V2 Bulge AKA Bulgesaurus,Devils Lake Bouldering,Devil's Lake,2,2.5,7
Beautiful Soup,Devils Lake Bouldering,Devil's Lake,8,3,16
Soupmaker,Devils Lake Bouldering,Devil's Lake,9,4,7
Pi Maker,Devils Lake Bouldering,Devil's Lake,9,3.5,5
The Key Maker,Devils Lake Bouldering,Devil's Lake,10,3.5,9
TCC Boulder,Devils Lake Bouldering,Devil's Lake,0,2,2
TCC Right Arete,Devils Lake Bouldering,Devil's Lake,1,2,1
The Compressor,Devils Lake Bouldering,Devil's Lake,4,3,7
The Professor,Devils Lake Bouldering,Devil's Lake,5,1,1
Misery Pillar Slab,Devils Lake Bouldering,Devil's Lake,0,1,1
Misery Pillar Face,Devils Lake Bouldering,Devil's Lake,2,2,1
Misery Pillar Crack,Devils Lake Bouldering,Devil's Lake,2,3,1
Misery Pillar Arete,Devils Lake Bouldering,Devil's Lake,3,2,1
Fiddlehead,Devils Lake Bouldering,Devil's Lake,0,1,2
Sneaker Arete,Devils Lake Bouldering,Devil's Lake,0,1,1
Fern Friend,Devils Lake Bouldering,Devil's Lake,2,2,2
Feel the Fern,Devils Lake Bouldering,Devil's Lake,2,2,2
Invasive Species,Devils Lake Bouldering,Devil's Lake,8,3,1
Soaring Block Project,Devils Lake Bouldering,Devil's Lake,9,3,1
Puppy Love,Devils Lake Bouldering,Devil's Lake,2,2.5,3
Neck Scratcher,Devils Lake Bouldering,Devil's Lake,3,2.5,2
Unleashed,Devils Lake Bouldering,Devil's Lake,7,3.5,9
Ivy League,Devils Lake Bouldering,Devil's Lake,4,3,1
The Grudge,Devils Lake Bouldering,Devil's Lake,9,3,1
Ambush Predator,Devils Lake Bouldering,Devil's Lake,5,3,1
Francesca’s Pillar,Devils Lake Bouldering,Devil's Lake,1,2,1
Finding the Right Balance,Devils Lake Bouldering,Devil's Lake,6,2.5,2
A Feather in the Wind,Devils Lake Bouldering,Devil's Lake,8,2,1
Beginners Luck,Devils Lake Bouldering,Devil's Lake,0,2,1
Wednesday Nighter,Devils Lake Bouldering,Devil's Lake,1,3.5,4
Two Step,Devils Lake Bouldering,Devil's Lake,2,2,3
Pony Ride,Devils Lake Bouldering,Devil's Lake,2,1.5,4
Three Step,Devils Lake Bouldering,Devil's Lake,3,2,4
Bulbous Left,Devils Lake Bouldering,Devil's Lake,5,0.5,4
Lost in Eden (Crimp Overhang),Devils Lake Bouldering,Devil's Lake,5,3,2
Bulbous Left Center,Devils Lake Bouldering,Devil's Lake,7,3,16
Final Cut,Devils Lake Bouldering,Devil's Lake,8,2.5,7
Finality,Devils Lake Bouldering,Devil's Lake,9,2,1
Groth Arete,Devils Lake Bouldering,Devil's Lake,3,2.5,3
Little Dude,Devils Lake Bouldering,Devil's Lake,0,2.5,3
Blackberry Zap,Devils Lake Bouldering,Devil's Lake,3,3,1
Orion,Devils Lake Bouldering,Devil's Lake,3,2,2
Silently Judging,Devils Lake Bouldering,Devil's Lake,7,3.5,2
Road Runner,Devils Lake Bouldering,Devil's Lake,7,2,1
Atlas Lion,Devils Lake Bouldering,Devil's Lake,7,3,3
The Anvil aka The Cardinal,Devils Lake Bouldering,Devil's Lake,7,3,6
Silently Judging Sit,Devils Lake Bouldering,Devil's Lake,7,3,2
Best Bulge aka Black Rhino,Devils Lake Bouldering,Devil's Lake,8,4,7
Don't Want Your F!@ $%g Trail Mix,Devils Lake Bouldering,Devil's Lake,3,3,2
Easy Going Lou Reed,Devils Lake Bouldering,Devil's Lake,0,2,7
Lou Reed Pinches,Devils Lake Bouldering,Devil's Lake,1,2,5
Lou Reed Squeeze,Devils Lake Bouldering,Devil's Lake,2,2,2
Lou Reed Crack,Devils Lake Bouldering,Devil's Lake,2,2.5,13
Lou Reed Arete,Devils Lake Bouldering,Devil's Lake,3,2.5,21
Lou Reed Lunge,Devils Lake Bouldering,Devil's Lake,4,2.5,10
Balanced Rock,Devils Lake Bouldering,Devil's Lake,0,3.5,14
An Intro to Heel Hooking,Devils Lake Bouldering,Devil's Lake,2,2.5,3
Unity Walk,Devils Lake Bouldering,Devil's Lake,0,1,4
Worth a Squeeze,Devils Lake Bouldering,Devil's Lake,1,1,4
Bippity Bop,Devils Lake Bouldering,Devil's Lake,2,1.5,4
Plop on Top,Devils Lake Bouldering,Devil's Lake,2,1.5,5
Juice,Devils Lake Bouldering,Devil's Lake,3,1.5,4
Unity,Devils Lake Bouldering,Devil's Lake,4,2,5
Solidarity,Devils Lake Bouldering,Devil's Lake,8,3,11
Trailside Direct,Devils Lake Bouldering,Devil's Lake,1,2,1
Trailside Indirect,Devils Lake Bouldering,Devil's Lake,1,2,1
Little Jockey,Devils Lake Bouldering,Devil's Lake,0,2,2
The Pony,Devils Lake Bouldering,Devil's Lake,2,2.5,2
Undercling Fling,Devils Lake Bouldering,Devil's Lake,2,2,2
Jockey Rocket,Devils Lake Bouldering,Devil's Lake,2,2.5,2
Lemon Squeezy,Devils Lake Bouldering,Devil's Lake,2,3,1
No Place for a Horse,Devils Lake Bouldering,Devil's Lake,2,3,1
The Frito,Devils Lake Bouldering,Devil's Lake,3,4,1
Pony Rider,Devils Lake Bouldering,Devil's Lake,4,2,2
Equestrian Project,Devils Lake Bouldering,Devil's Lake,7,2,1
The Deserter,Devils Lake Bouldering,Devil's Lake,0,1.5,2
Spit Spot Spit,Devils Lake Bouldering,Devil's Lake,3,2.5,4
Bunker Arete,Devils Lake Bouldering,Devil's Lake,3,3,6
Muffin Top,Devils Lake Bouldering,Devil's Lake,4,3.5,7
Thoroughbred,Devils Lake Bouldering,Devil's Lake,1,2,2
Flipper,Devils Lake Bouldering,Devil's Lake,1,2,2
Pearl of the Sea,Devils Lake Bouldering,Devil's Lake,2,3.5,5
Lonely Oyster,Devils Lake Bouldering,Devil's Lake,3,1,1
Riptide,Devils Lake Bouldering,Devil's Lake,3,3,2
Dolphin Fingers,Devils Lake Bouldering,Devil's Lake,7,2.5,3
Celebrity Cruise,Devils Lake Bouldering,Devil's Lake,8,2,1
Ripples of Time,Devils Lake Bouldering,Devil's Lake,10,2.5,2
Ice Queen,Devils Lake Bouldering,Devil's Lake,4,2.5,6
Searching for Soul,Devils Lake Bouldering,Devil's Lake,8,1.5,3
Feature Presentation,Devils Lake Bouldering,Devil's Lake,9,1.5,4
Empty Beer-can,Devils Lake Bouldering,Devil's Lake,1,2,7
V2me2,Devils Lake Bouldering,Devil's Lake,2,1.5,2
Angular Sensations,Devils Lake Bouldering,Devil's Lake,2,2,3
Whale’s Belly,Devils Lake Bouldering,Devil's Lake,2,1.5,3
Oak Savanna,Devils Lake Bouldering,Devil's Lake,3,2,1
Out on a Limb,Devils Lake Bouldering,Devil's Lake,3,2,1
Drawn On Eyebrows,Devils Lake Bouldering,Devil's Lake,5,2,3
Light Saber,Devils Lake Bouldering,Devil's Lake,6,2.5,8
Die Hard,Devils Lake Bouldering,Devil's Lake,6,2.5,3
Horn of Africa,Devils Lake Bouldering,Devil's Lake,8,3,1
Septic,Devils Lake Bouldering,Devil's Lake,8,2,1
Rarity Roof,Devils Lake Bouldering,Devil's Lake,9,3,1
The Fukness,Devils Lake Bouldering,Devil's Lake,9,3,8
Vacation Grades,Devils Lake Bouldering,Devil's Lake,10,2,2
Birthday Warm-up,Devils Lake Bouldering,Devil's Lake,1,2,6
Birthday Arete,Devils Lake Bouldering,Devil's Lake,3,2.5,12
Big Foot Arete,Devils Lake Bouldering,Devil's Lake,7,3.5,20
Heatwave,Devils Lake Bouldering,Devil's Lake,4,2.5,3
Coreshot,Devils Lake Bouldering,Devil's Lake,0,2,1
Maverick,Devils Lake Bouldering,Devil's Lake,0,2,1
Fallen Soldier,Devils Lake Bouldering,Devil's Lake,0,2.5,8
On The Eve,Devils Lake Bouldering,Devil's Lake,1,3,7
Rising Sun,Devils Lake Bouldering,Devil's Lake,7,2.5,4
52 to 1,Devils Lake Bouldering,Devil's Lake,0,2,1
Never Tell Me the Odds,Devils Lake Bouldering,Devil's Lake,8,2.5,6
Card Shark,Devils Lake Bouldering,Devil's Lake,9,3,6
Spirit Fingers,Devils Lake Bouldering,Devil's Lake,1,2,1
Barking Spiders,Devils Lake Bouldering,Devil's Lake,2,3,1
Locked Door,Devils Lake Bouldering,Devil's Lake,1,2,2
Case Closed,Devils Lake Bouldering,Devil's Lake,5,2,2
Mysteriosa,Devils Lake Bouldering,Devil's Lake,5,3,11
Anonymous,Devils Lake Bouldering,Devil's Lake,6,2,2
Eights and Eights,Devils Lake Bouldering,Devil's Lake,0,1,1
Two Small Pair,Devils Lake Bouldering,Devil's Lake,0,1,1
Lying Leadership,Devils Lake Bouldering,Devil's Lake,3,2,5
Trash Panda,Devils Lake Bouldering,Devil's Lake,5,2.5,3
Fake News,Devils Lake Bouldering,Devil's Lake,5,2,3
Russian Puppet,Devils Lake Bouldering,Devil's Lake,7,2,3
Wildwood,Devils Lake Bouldering,Devil's Lake,6,3,16
Making Purple,Devils Lake Bouldering,Devil's Lake,11,2,1
Smooth Sumac,Devils Lake Bouldering,Devil's Lake,9,3,8
Whales on Crack,Devils Lake Bouldering,Devil's Lake,0,1,4
Dirty Pockets,Devils Lake Bouldering,Devil's Lake,0,1,3
The Bee's Knees,Devils Lake Bouldering,Devil's Lake,0,2,7
The Plank,Devils Lake Bouldering,Devil's Lake,1,1.5,3
Desert Dweller,Devils Lake Bouldering,Devil's Lake,2,3,2
Trust Face,Devils Lake Bouldering,Devil's Lake,3,2.5,3
Orchestra In Your Head,Devils Lake Bouldering,Devil's Lake,4,3,2
Limited Shelf Life,Devils Lake Bouldering,Devil's Lake,4,2.5,9
Cowboy Up,Devils Lake Bouldering,Devil's Lake,4,2,3
The Wizard,Devils Lake Bouldering,Devil's Lake,5,3,5
Don't F With the Bees,Devils Lake Bouldering,Devil's Lake,7,3,25
Old Man,Devils Lake Bouldering,Devil's Lake,1,2,5
Chemotaxis,Devils Lake Bouldering,Devil's Lake,1,2.5,14
lost slab,Devils Lake Bouldering,Devil's Lake,1,2,4
The Good Life Arete,Devils Lake Bouldering,Devil's Lake,2,2.5,7
low lying fruit,Devils Lake Bouldering,Devil's Lake,3,2,3
SSS sit start slab,Devils Lake Bouldering,Devil's Lake,5,1.5,4
Bossy,Devils Lake Bouldering,Devil's Lake,6,2.5,9
